cat,pot(V vs. RHE),pot(V vs. SHE),pot(V vs. Ag/AgCl),pot(V vs. Fc/Fc),jtotal(mA cm^-2),jpartial(mA cm^2),FE,elect,conc,prod,pH,Author,Title,Subject
 oxide derived Cu,-1,,,,,, 30.27397260273974, CO2 saturated KHCO3, 0.1M, H2,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.49928469241773965,,,,,, 22.6027397260274, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.5994277539341917,,,,,, 27.899543378995432, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.6995708154506437,,,,,, 22.96803652968036, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.7997138769670958,,,,,, 14.292237442922378, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.9005722460658081,,,,,, 12.009132420091326, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-1.0007153075822603,,,,,, 10.913242009132432, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.5,,,,,, 60.77625570776256, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.5994277539341917,,,,,, 62.237442922374434, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.6995708154506438,,,,,, 64.42922374429224, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.8004291845493563,,,,,, 65.34246575342467, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.9005722460658085,,,,,, 63.51598173515983, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-1.0007153075822603,,,,,, 59.04109589041098, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,,,,,,,, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.500599520383693,,,,,, -0.0809898762654635, CO2 saturated KHCO3, 0.1M, H2,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.6001199040767386,,,,,, -0.07199100112485546, CO2 saturated KHCO3, 0.1M, H2,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.7002398081534772,,,,,, -0.15973003374578098, CO2 saturated KHCO3, 0.1M, H2,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.8003597122302157,,,,,, -0.3082114735658008, CO2 saturated KHCO3, 0.1M, H2,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.9004796163069543,,,,,, -0.5894263217097828, CO2 saturated KHCO3, 0.1M, H2,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-1.000599520383693,,,,,, -0.88863892013498, CO2 saturated KHCO3, 0.1M, H2,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.500599520383693,,,,,, -0.11473565804274255, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.6001199040767386,,,,,, -0.19572553430821138, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.7002398081534772,,,,,, -0.28796400449943426, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.8003597122302157,,,,,, -0.21372328458942302, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.9004796163069543,,,,,, -0.28796400449943426, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-1.000599520383693,,,,,, -0.3194600674915611, CO2 saturated KHCO3, 0.1M, CO,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.500599520383693,,,,,, -0.3149606299212566, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.6007194244604317,,,,,, -0.43644544431945853, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.7002398081534772,,,,,, -0.8053993250843621, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.8003597122302157,,,,,, -0.9808773903262069, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 oxide derived Cu,-0.9004796163069543,,,,,, -1.523059617547804, CO2 saturated KHCO3, 0.1M, C2H4,,Aamir Hassan Shah,New aspects of C2 selectivity in electrochemical CO2 reduction over oxide-derived copper,Physical Chemistry Chemical Physics (2020)
 Cu/porous carbon,-0.5993421052631579,,,,,, 64.86764705882348, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.6993421052631579,,,,,, 58.72058823529409, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.7993421052631578,,,,,, 52.720588235294116, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.8999999999999999,,,,,, 49.36784055727554, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9993421052631578,,,,,, 49.83823529411765, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.049342105263158,,,,,, 52.94117647058823, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.0993421052631577,,,,,, 56.48529411764707, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.5993421052631579,,,,,, 10.014705882352927, KHCO3, 0.2M, HCOOH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.6993421052631579,,,,,, 8.426470588235247, KHCO3, 0.2M, HCOOH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.799342105263158,,,,,, 6.544117647058755, KHCO3, 0.2M, HCOOH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.8993421052631578,,,,,, 5.691176470588147, KHCO3, 0.2M, HCOOH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9993421052631578,,,,,, 3.6617647058823763, KHCO3, 0.2M, HCOOH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.049342105263158,,,,,, 2.2058823529412166, KHCO3, 0.2M, HCOOH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.5993421052631579,,,,,, 7.220588235294201, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.6986842105263158,,,,,, 5.190982972136197, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.799342105263158,,,,,, 4.191176470588232, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.8993421052631578,,,,,, 3.1911764705882603, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9993421052631578,,,,,, 1.7500000000000284, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.049342105263158,,,,,, 1.3235294117647527, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.5993421052631579,,,,,, 12.073529411764724, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.6993421052631579,,,,,, 19.60294117647058, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.7993421052631578,,,,,, 21.98529411764696, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.8993421052631578,,,,,, 24.22058823529406, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9993421052631578,,,,,, 27.92647058823539, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.049342105263158,,,,,, 30.588235294117623, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.0993421052631577,,,,,, 30.161764705882376, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.5993421052631579,,,,,, 2.9558823529412166, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.6986842105263158,,,,,, 5.632159442724401, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.799342105263158,,,,,, 12.720588235294087, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9,,,,,, 17.309017027863802, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9993421052631578,,,,,, 13.36764705882348, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.0499999999999998,,,,,, 10.441369969040266, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.0993421052631577,,,,,, 9.720588235294116, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.7993421052631578,,,,,, 0.07352941176469585, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9,,,,,, 0.691369969040295, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9993421052631578,,,,,, 2.0441176470588402, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.049342105263158,,,,,, 1.1764705882353041, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1.0993421052631577,,,,,, 1.0441176470588402, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.6000000000000003,,,,,, 29.3236901317905, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.7000000000000004,,,,,, 26.69623915139823, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.8005464480874322,,,,,, 21.02967963141535, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.9005464480874314,,,,,, 18.108111003964495, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0005464480874317,,,,,, 15.480660023572227, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0508196721311475,,,,,, 6.9611057537769625, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.1005464480874318,,,,,, 6.774777670631096, KHCO3, 0.2M, CO,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.6000000000000003,,,,,, 30.00996464159428, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.7000000000000006,,,,,, 23.95114111218254, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.8000000000000005,,,,,, 22.304082288653177, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.9000000000000001,,,,,, 18.009964641594365, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0005464480874317,,,,,, 13.323797278474188, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0508196721311475,,,,,, 15.000321440051436, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.101092896174864,,,,,, 19.912139719275615, KHCO3, 0.2M, H2,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.8000000000000005,,,,,, 1.715846994535525, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.9000000000000001,,,,,, 1.9315332690453601, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0010928961748635,,,,,, 2.735669131040396, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0513661202185795,,,,,, 3.431801135754881, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.1010928961748638,,,,,, 4.323904425158162, KHCO3, 0.2M, C2H4,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.6000000000000003,,,,,, 37.65702346512373, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.7005464480874319,,,,,, 46.01007178827814, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.8005464480874316,,,,,, 51.323797278474245, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.9005464480874321,,,,,, 55.363012964748776, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.001092896174864,,,,,, 58.61802207221692, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0502732240437162,,,,,, 64.70609664630885, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.1005464480874318,,,,,, 60.30418943533704, KHCO3, 0.2M, C2H5OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.5999999999999999,,,,,, 0.5001607200256899, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.7000000000000002,,,,,, 1.3040822886531202, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.8,,,,,, 2.009964641594337, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.9005464480874321,,,,,, 4.2845815921996575, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0005464480874313,,,,,, 6.166934533376121, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.0508196721311478,,,,,, 8.725811636129947, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1.1010928961748645,,,,,, 5.402335797706968, KHCO3, 0.2M, C3H7OH,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-1,,,, -20.56716417910448,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.9608598962194218,,,, -18.417910447761194,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.9211267605633804,,,, -16.44776119402985,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.8808005930318754,,,, -14.656716417910441,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.8404744255003705,,,, -13.044776119402982,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.8001482579688657,,,, -11.552238805970144,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.7610081541882876,,,, -10.119402985074623,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.7200889547813194,,,, -8.83582089552239,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
